url,career_cluster,career_pathway,SOC,job_title,title,Artistic,Conventional,Enterprising,Investigative,Realistic,Social,income,csm.Title,csm.O.NET.SOC.Code,csm.degree,csm.closeness,csm.betweenness,ccm.Title,ccm.O.NET.SOC.Code,ccm.degree,ccm.closeness,ccm.betweenness
https://www.onetonline.org/link/details/19-4011.01,"Agriculture, Food & Natural Resources",Food Products and Processing Systems,19-4011.01,Agricultural Technicians,19-4011.01 - Agricultural Technicians,0,56,22,67,89,6,37550,Agricultural Technicians,19-4011.01,15,0.000319489,1465.54779,Agricultural Technicians,19-4011.01,15,0.000329164,3271.622343
https://www.onetonline.org/link/details/19-4011.02,"Agriculture, Food & Natural Resources",Food Products and Processing Systems,19-4011.00,Agricultural and Food Science Technicians,19-4011.02 - Food Science Technicians,11,67,11,67,78,0,37550,Food Science Technicians,19-4011.02,14,0.000325627,771.5921146,Food Science Technicians,19-4011.02,13,0.000338983,14799.28285
https://www.onetonline.org/link/details/19-4011.02,"Agriculture, Food & Natural Resources",Food Products and Processing Systems,19-4011.02,Food Science Technicians,19-4011.02 - Food Science Technicians,11,67,11,67,78,0,37550,Food Science Technicians,19-4011.02,14,0.000325627,771.5921146,Food Science Technicians,19-4011.02,13,0.000338983,14799.28285
https://www.onetonline.org/link/details/19-4021.00,"Agriculture, Food & Natural Resources",Plant Systems,19-4021.00,Biological Technicians,19-4021.00 - Biological Technicians,6,61,22,67,89,11,42520,Biological Technicians,19-4021.00,13,0.000304229,289.3516455,Biological Technicians,19-4021.00,13,0.000334896,9789.336277
https://www.onetonline.org/link/details/19-4031.00,Manufacturing,Manufacturing Production Process Development,19-4031.00,Chemical Technicians,19-4031.00 - Chemical Technicians,6,50,17,83,78,0,45840,Chemical Technicians,19-4031.00,17,0.000318573,1029.312739,Chemical Technicians,19-4031.00,14,0.000317763,3908.406387
https://www.onetonline.org/link/details/19-4041.01,"Agriculture, Food & Natural Resources",Natural Resources Systems,19-4041.01,Geophysical Data Technicians,19-4041.01 - Geophysical Data Technicians,6,95,28,67,78,6,56470,Geophysical Data Technicians,19-4041.01,17,0.000327225,1781.537141,Geophysical Data Technicians,19-4041.01,13,0.000309693,2482.105287
https://www.onetonline.org/link/details/19-4041.01,"Agriculture, Food & Natural Resources",Natural Resources Systems,19-4041.00,Geological and Petroleum Technicians,19-4041.01 - Geophysical Data Technicians,6,95,28,67,78,6,56470,Geophysical Data Technicians,19-4041.01,17,0.000327225,1781.537141,Geophysical Data Technicians,19-4041.01,13,0.000309693,2482.105287
https://www.onetonline.org/link/details/19-4041.02,"Agriculture, Food & Natural Resources",Natural Resources Systems,19-4041.00,Geological and Petroleum Technicians,19-4041.02 - Geological Sample Test Technicians,0,45,11,78,83,0,56470,Geological Sample Test Technicians,19-4041.02,14,0.000309023,489.9355291,Geological Sample Test Technicians,19-4041.02,17,0.000324359,5221.573391
https://www.onetonline.org/link/details/19-4041.02,"Agriculture, Food & Natural Resources",Natural Resources Systems,19-4041.02,Geological Sample Test Technicians,19-4041.02 - Geological Sample Test Technicians,0,45,11,78,83,0,56470,Geological Sample Test Technicians,19-4041.02,14,0.000309023,489.9355291,Geological Sample Test Technicians,19-4041.02,17,0.000324359,5221.573391
https://www.onetonline.org/link/details/19-4051.01,Manufacturing,Manufacturing Production Process Development,19-4051.00,Nuclear Technicians,19-4051.01 - Nuclear Equipment Operation Technicians,11,72,17,67,100,6,79140,Nuclear Equipment Operation Technicians,19-4051.01,11,0.000297885,357.0389399,Nuclear Equipment Operation Technicians,19-4051.01,11,0.000287522,1001.530323
https://www.onetonline.org/link/details/19-4051.01,Manufacturing,Manufacturing Production Process Development,19-4051.01,Nuclear Equipment Operation Technicians,19-4051.01 - Nuclear Equipment Operation Technicians,11,72,17,67,100,6,79140,Nuclear Equipment Operation Technicians,19-4051.01,11,0.000297885,357.0389399,Nuclear Equipment Operation Technicians,19-4051.01,11,0.000287522,1001.530323
https://www.onetonline.org/link/details/19-4051.02,Manufacturing,Manufacturing Production Process Development,19-4051.00,Nuclear Technicians,19-4051.02 - Nuclear Monitoring Technicians,6,72,39,61,89,6,79140,Nuclear Monitoring Technicians,19-4051.02,12,0.000318066,900.4731164,Nuclear Monitoring Technicians,19-4051.02,13,0.000313775,2433.608395
https://www.onetonline.org/link/details/19-4051.02,Manufacturing,Manufacturing Production Process Development,19-4051.02,Nuclear Monitoring Technicians,19-4051.02 - Nuclear Monitoring Technicians,6,72,39,61,89,6,79140,Nuclear Monitoring Technicians,19-4051.02,12,0.000318066,900.4731164,Nuclear Monitoring Technicians,19-4051.02,13,0.000313775,2433.608395
https://www.onetonline.org/link/details/19-4061.00,"Science, Technology, Engineering & Mathematics",Science and Mathematics,19-4061.00,Social Science Research Assistants,19-4061.00 - Social Science Research Assistants,22,89,17,67,11,28,43190,Social Science Research Assistants,19-4061.00,13,0.000301932,673.8416826,Social Science Research Assistants,19-4061.00,23,0.000321958,13894.61698
https://www.onetonline.org/link/details/19-4061.01,"Science, Technology, Engineering & Mathematics",Science and Mathematics,19-4061.01,City and Regional Planning Aides,19-4061.01 - City and Regional Planning Aides,11,100,45,45,50,33,43190,City and Regional Planning Aides,19-4061.01,15,0.000328407,3459.404568,City and Regional Planning Aides,19-4061.01,13,0.00029163,2122.971499
https://www.onetonline.org/link/details/19-4091.00,"Agriculture, Food & Natural Resources",Environmental Service Systems,19-4091.00,"Environmental Science and Protection Technicians, Including Health","19-4091.00 - Environmental Science and Protection Technicians, Including Health",6,45,22,83,72,6,44190,"Environmental Science and Protection Technicians, Including Health",19-4091.00,20,0.000325309,2009.558911,"Environmental Science and Protection Technicians, Including Health",19-4091.00,24,0.000317561,2972.074699
https://www.onetonline.org/link/details/19-4092.00,"Law, Public Safety, Corrections & Security",Law Enforcement Services,19-4092.00,Forensic Science Technicians,19-4092.00 - Forensic Science Technicians,22,67,6,95,72,6,56750,Forensic Science Technicians,19-4092.00,13,0.000294898,817.2515298,Forensic Science Technicians,19-4092.00,17,0.000316957,3140.484996
https://www.onetonline.org/link/details/19-4093.00,"Agriculture, Food & Natural Resources",Natural Resources Systems,19-4093.00,Forest and Conservation Technicians,19-4093.00 - Forest and Conservation Technicians,28,33,50,50,72,39,35560,Forest and Conservation Technicians,19-4093.00,23,0.000348797,7902.570807,Forest and Conservation Technicians,19-4093.00,24,0.000327654,5331.541124
https://www.onetonline.org/link/details/19-4099.01,"Science, Technology, Engineering & Mathematics",Science and Mathematics,19-4099.01,Quality Control Analysts,19-4099.01 - Quality Control Analysts,6,89,28,72,61,0,46040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/19-4099.01,"Science, Technology, Engineering & Mathematics",Science and Mathematics,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",19-4099.01 - Quality Control Analysts,6,89,28,72,61,0,46040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/19-4099.02,"Science, Technology, Engineering & Mathematics",Science and Mathematics,19-4099.02,Precision Agriculture Technicians,19-4099.02 - Precision Agriculture Technicians,11,61,28,78,83,0,46040,Precision Agriculture Technicians,19-4099.02,20,0.000317259,1947.577662,Precision Agriculture Technicians,19-4099.02,12,0.000305904,786.9340637
https://www.onetonline.org/link/details/19-4099.02,"Science, Technology, Engineering & Mathematics",Science and Mathematics,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",19-4099.02 - Precision Agriculture Technicians,11,61,28,78,83,0,46040,Precision Agriculture Technicians,19-4099.02,20,0.000317259,1947.577662,Precision Agriculture Technicians,19-4099.02,12,0.000305904,786.9340637
https://www.onetonline.org/link/details/19-4099.03,"Science, Technology, Engineering & Mathematics",Science and Mathematics,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",19-4099.03 - Remote Sensing Technicians,11,61,17,78,95,17,46040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/19-4099.03,"Science, Technology, Engineering & Mathematics",Science and Mathematics,19-4099.03,Remote Sensing Technicians,19-4099.03 - Remote Sensing Technicians,11,61,17,78,95,17,46040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/21-1011.00,Human Services,Counseling & Mental Health Services,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,21-1011.00 - Substance Abuse and Behavioral Disorder Counselors,56,17,33,50,6,100,41070,Substance Abuse and Behavioral Disorder Counselors,21-1011.00,21,0.000279096,1995.027817,Substance Abuse and Behavioral Disorder Counselors,21-1011.00,19,0.000282725,3346.263668
https://www.onetonline.org/link/details/21-1012.00,Education & Training,Professional Support Services,21-1012.00,"Educational, Guidance, School, and Vocational Counselors","21-1012.00 - Educational, Guidance, School, and Vocational Counselors",45,39,45,39,0,100,54560,"Educational, Guidance, School, and Vocational Counselors",21-1012.00,20,0.000259,262.693296,"Educational, Guidance, School, and Vocational Counselors",21-1012.00,28,0.000261849,2471.959582
https://www.onetonline.org/link/details/21-1013.00,Human Services,Counseling & Mental Health Services,21-1013.00,Marriage and Family Therapists,21-1013.00 - Marriage and Family Therapists,56,22,28,50,0,100,49170,Marriage and Family Therapists,21-1013.00,19,0.000244141,283.541372,Marriage and Family Therapists,21-1013.00,15,0.000239693,369.7109083
https://www.onetonline.org/link/details/21-1014.00,Human Services,Counseling & Mental Health Services,21-1014.00,Mental Health Counselors,21-1014.00 - Mental Health Counselors,50,22,22,61,6,100,42840,Mental Health Counselors,21-1014.00,12,0.000245881,107.9781075,Mental Health Counselors,21-1014.00,16,0.000243132,415.6235583
https://www.onetonline.org/link/details/21-1015.00,Human Services,Counseling & Mental Health Services,21-1015.00,Rehabilitation Counselors,21-1015.00 - Rehabilitation Counselors,45,39,39,50,0,100,34670,Rehabilitation Counselors,21-1015.00,17,0.000275862,1076.157827,Rehabilitation Counselors,21-1015.00,10,0.000277932,506.2087167
https://www.onetonline.org/link/details/21-1019.00,Human Services,Counseling & Mental Health Services,21-1019.00,"Counselors, All Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/21-1021.00,Human Services,Family & Community Services,21-1021.00,"Child, Family, and School Social Workers","21-1021.00 - Child, Family, and School Social Workers",45,33,56,39,0,100,43250,"Child, Family, and School Social Workers",21-1021.00,14,0.000269034,166.8045553,"Child, Family, and School Social Workers",21-1021.00,16,0.000279486,2045.925842
https://www.onetonline.org/link/details/21-1022.00,Human Services,Family & Community Services,21-1022.00,Healthcare Social Workers,21-1022.00 - Healthcare Social Workers,39,33,39,50,0,100,53760,Healthcare Social Workers,21-1022.00,19,0.000256082,300.0080625,Healthcare Social Workers,21-1022.00,19,0.000241955,838.071926
https://www.onetonline.org/link/details/21-1023.00,Human Services,Counseling & Mental Health Services,21-1023.00,Mental Health and Substance Abuse Social Workers,21-1023.00 - Mental Health and Substance Abuse Social Workers,56,33,28,61,0,100,42700,Mental Health and Substance Abuse Social Workers,21-1023.00,15,0.000245519,94.40666336,Mental Health and Substance Abuse Social Workers,21-1023.00,11,0.000241896,96.25846741
https://www.onetonline.org/link/details/21-1029.00,Human Services,Family & Community Services,21-1029.00,"Social Workers, All Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/21-1091.00,Human Services,Family & Community Services,21-1091.00,Health Educators,21-1091.00 - Health Educators,39,28,56,39,11,100,53070,Health Educators,21-1091.00,14,0.000264061,749.0966089,Health Educators,21-1091.00,18,0.000295858,1751.856331
https://www.onetonline.org/link/details/21-1092.00,"Law, Public Safety, Corrections & Security",Correction Services,21-1092.00,Probation Officers and Correctional Treatment Specialists,21-1092.00 - Probation Officers and Correctional Treatment Specialists,22,61,67,22,6,95,50160,Probation Officers and Correctional Treatment Specialists,21-1092.00,11,0.000289771,1294.846814,Probation Officers and Correctional Treatment Specialists,21-1092.00,18,0.000287604,3014.519354
https://www.onetonline.org/link/details/21-1093.00,Human Services,Family & Community Services,21-1093.00,Social and Human Service Assistants,21-1093.00 - Social and Human Service Assistants,11,89,56,17,11,83,31810,Social and Human Service Assistants,21-1093.00,17,0.00031211,2347.565848,Social and Human Service Assistants,21-1093.00,29,0.000328731,14344.77182
https://www.onetonline.org/link/details/21-1094.00,Human Services,Family & Community Services,21-1094.00,Community Health Workers,21-1094.00 - Community Health Workers,28,33,39,39,17,100,37330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/21-1099.00,Human Services,Family & Community Services,21-1099.00,"Community and Social Service Specialists, All Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/21-2011.00,Human Services,Family & Community Services,21-2011.00,Clergy,21-2011.00 - Clergy,61,28,61,17,0,100,45740,Clergy,21-2011.00,10,0.000247831,57.39867473,Clergy,21-2011.00,9,0.000254842,468.2713118
https://www.onetonline.org/link/details/21-2021.00,Human Services,Family & Community Services,21-2021.00,"Directors, Religious Activities and Education","21-2021.00 - Directors, Religious Activities and Education",28,50,100,0,6,83,38610,"Directors, Religious Activities and Education",21-2021.00,10,0.00026137,197.2440584,"Directors, Religious Activities and Education",21-2021.00,19,0.0002918,1299.608795
https://www.onetonline.org/link/details/21-2099.00,Human Services,Family & Community Services,21-2099.00,"Religious Workers, All Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/23-1011.00,"Law, Public Safety, Corrections & Security",Legal Services,23-1011.00,Lawyers,23-1011.00 - Lawyers,50,45,100,61,6,39,118160,Lawyers,23-1011.00,10,0.00025113,233.2998359,Lawyers,23-1011.00,11,0.000245399,311.3528783
https://www.onetonline.org/link/details/23-1012.00,"Law, Public Safety, Corrections & Security",Legal Services,23-1012.00,Judicial Law Clerks,23-1012.00 - Judicial Law Clerks,17,78,72,50,0,17,51760,Judicial Law Clerks,23-1012.00,13,0.000278862,280.368166,Judicial Law Clerks,23-1012.00,9,0.000253743,498.9894036
https://www.onetonline.org/link/details/23-1021.00,"Law, Public Safety, Corrections & Security",Legal Services,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers","23-1021.00 - Administrative Law Judges, Adjudicators, and Hearing Officers",33,39,95,67,0,50,92110,"Administrative Law Judges, Adjudicators, and Hearing Officers",23-1021.00,11,0.000264831,549.6222391,"Administrative Law Judges, Adjudicators, and Hearing Officers",23-1021.00,10,0.000262812,698.2953203
https://www.onetonline.org/link/details/23-1022.00,"Law, Public Safety, Corrections & Security",Legal Services,23-1022.00,"Arbitrators, Mediators, and Conciliators","23-1022.00 - Arbitrators, Mediators, and Conciliators",39,50,89,28,0,95,59770,"Arbitrators, Mediators, and Conciliators",23-1022.00,15,0.000256213,445.7486221,"Arbitrators, Mediators, and Conciliators",23-1022.00,12,0.00026178,492.7608348
https://www.onetonline.org/link/details/23-1023.00,"Law, Public Safety, Corrections & Security",Legal Services,23-1023.00,"Judges, Magistrate Judges, and Magistrates","23-1023.00 - Judges, Magistrate Judges, and Magistrates",17,50,100,45,6,78,125880,"Judges, Magistrate Judges, and Magistrates",23-1023.00,10,0.00024975,423.2824721,"Judges, Magistrate Judges, and Magistrates",23-1023.00,9,0.00024426,303.6383817
https://www.onetonline.org/link/details/23-2011.00,"Law, Public Safety, Corrections & Security",Legal Services,23-2011.00,Paralegals and Legal Assistants,23-2011.00 - Paralegals and Legal Assistants,11,78,56,67,0,17,49500,Paralegals and Legal Assistants,23-2011.00,12,0.000298507,1177.676571,Paralegals and Legal Assistants,23-2011.00,16,0.000261506,163.9379842
https://www.onetonline.org/link/details/23-2091.00,"Law, Public Safety, Corrections & Security",Legal Services,23-2091.00,Court Reporters,23-2091.00 - Court Reporters,22,89,39,11,6,28,51320,Court Reporters,23-2091.00,12,0.000284738,142.9978981,Court Reporters,23-2091.00,10,0.000257666,189.5478291
https://www.onetonline.org/link/details/23-2093.00,"Law, Public Safety, Corrections & Security",Legal Services,23-2093.00,"Title Examiners, Abstractors, and Searchers","23-2093.00 - Title Examiners, Abstractors, and Searchers",0,100,67,22,50,17,45800,"Title Examiners, Abstractors, and Searchers",23-2093.00,10,0.000297442,371.8284879,"Title Examiners, Abstractors, and Searchers",23-2093.00,12,0.00027248,119.305723
https://www.onetonline.org/link/details/23-2099.00,"Law, Public Safety, Corrections & Security",Legal Services,23-2099.00,"Legal Support Workers, All Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/25-1011.00,Education & Training,Teaching/Training,25-1011.00,"Business Teachers, Postsecondary","25-1011.00 - Business Teachers, Postsecondary",39,45,56,50,0,100,77490,"Business Teachers, Postsecondary",25-1011.00,13,0.000241896,347.5684439,"Business Teachers, Postsecondary",25-1011.00,14,0.000247893,691.9941444
https://www.onetonline.org/link/details/25-1021.00,Education & Training,Teaching/Training,25-1021.00,"Computer Science Teachers, Postsecondary","25-1021.00 - Computer Science Teachers, Postsecondary",39,67,11,78,33,95,77570,"Computer Science Teachers, Postsecondary",25-1021.00,20,0.000254001,1390.342684,"Computer Science Teachers, Postsecondary",25-1021.00,8,0.000238436,405.7806901
https://www.onetonline.org/link/details/25-1022.00,Education & Training,Teaching/Training,25-1022.00,"Mathematical Science Teachers, Postsecondary","25-1022.00 - Mathematical Science Teachers, Postsecondary",50,50,11,78,6,89,69520,"Mathematical Science Teachers, Postsecondary",25-1022.00,11,0.000249004,591.6982307,"Mathematical Science Teachers, Postsecondary",25-1022.00,12,0.000254001,1464.907175
https://www.onetonline.org/link/details/25-1031.00,Education & Training,Teaching/Training,25-1031.00,"Architecture Teachers, Postsecondary","25-1031.00 - Architecture Teachers, Postsecondary",72,28,22,33,39,100,79250,"Architecture Teachers, Postsecondary",25-1031.00,12,0.000240385,150.9402006,"Architecture Teachers, Postsecondary",25-1031.00,6,0.000243784,306.8762157
https://www.onetonline.org/link/details/25-1032.00,Education & Training,Teaching/Training,25-1032.00,"Engineering Teachers, Postsecondary","25-1032.00 - Engineering Teachers, Postsecondary",33,33,28,78,56,95,97530,"Engineering Teachers, Postsecondary",25-1032.00,14,0.000242777,548.0942719,"Engineering Teachers, Postsecondary",25-1032.00,11,0.000255558,1537.641874
https://www.onetonline.org/link/details/25-1041.00,Education & Training,Teaching/Training,25-1041.00,"Agricultural Sciences Teachers, Postsecondary","25-1041.00 - Agricultural Sciences Teachers, Postsecondary",39,33,22,83,61,95,91580,"Agricultural Sciences Teachers, Postsecondary",25-1041.00,10,0.000232126,88.24724465,"Agricultural Sciences Teachers, Postsecondary",25-1041.00,11,0.000236742,724.208314
https://www.onetonline.org/link/details/25-1042.00,Education & Training,Teaching/Training,25-1042.00,"Biological Science Teachers, Postsecondary","25-1042.00 - Biological Science Teachers, Postsecondary",45,22,22,89,39,95,76650,"Biological Science Teachers, Postsecondary",25-1042.00,17,0.00024564,998.9582495,"Biological Science Teachers, Postsecondary",25-1042.00,16,0.000226552,904.8084663
https://www.onetonline.org/link/details/25-1043.00,Education & Training,Teaching/Training,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary","25-1043.00 - Forestry and Conservation Science Teachers, Postsecondary",39,28,22,83,56,89,85880,"Forestry and Conservation Science Teachers, Postsecondary",25-1043.00,15,0.000249128,540.6971784,"Forestry and Conservation Science Teachers, Postsecondary",25-1043.00,12,0.000233318,508.3232525
https://www.onetonline.org/link/details/25-1051.00,Education & Training,Teaching/Training,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","25-1051.00 - Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",50,17,33,89,39,95,85410,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051.00,13,0.000226603,186.0527743,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051.00,11,0.000241138,560.710741
https://www.onetonline.org/link/details/25-1052.00,Education & Training,Teaching/Training,25-1052.00,"Chemistry Teachers, Postsecondary","25-1052.00 - Chemistry Teachers, Postsecondary",45,22,28,89,61,95,76750,"Chemistry Teachers, Postsecondary",25-1052.00,14,0.000233209,148.623609,"Chemistry Teachers, Postsecondary",25-1052.00,19,0.000237023,1083.375732
https://www.onetonline.org/link/details/25-1053.00,Education & Training,Teaching/Training,25-1053.00,"Environmental Science Teachers, Postsecondary","25-1053.00 - Environmental Science Teachers, Postsecondary",56,11,28,83,33,100,78340,"Environmental Science Teachers, Postsecondary",25-1053.00,13,0.000227376,69.83143096,"Environmental Science Teachers, Postsecondary",25-1053.00,14,0.000241196,1521.056825
https://www.onetonline.org/link/details/25-1054.00,Education & Training,Teaching/Training,25-1054.00,"Physics Teachers, Postsecondary","25-1054.00 - Physics Teachers, Postsecondary",39,22,28,83,45,89,84570,"Physics Teachers, Postsecondary",25-1054.00,12,0.000244559,412.6809819,"Physics Teachers, Postsecondary",25-1054.00,9,0.000231696,133.1601727
https://www.onetonline.org/link/details/25-1061.00,Education & Training,Teaching/Training,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary","25-1061.00 - Anthropology and Archeology Teachers, Postsecondary",45,28,28,72,22,100,81350,"Anthropology and Archeology Teachers, Postsecondary",25-1061.00,15,0.000223115,86.54321942,"Anthropology and Archeology Teachers, Postsecondary",25-1061.00,13,0.000217391,145.74988
https://www.onetonline.org/link/details/25-1062.00,Education & Training,Teaching/Training,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","25-1062.00 - Area, Ethnic, and Cultural Studies Teachers, Postsecondary",56,22,22,83,11,95,73020,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062.00,15,0.00022805,100.9677927,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062.00,15,0.000225175,158.3046368
https://www.onetonline.org/link/details/25-1063.00,Education & Training,Teaching/Training,25-1063.00,"Economics Teachers, Postsecondary","25-1063.00 - Economics Teachers, Postsecondary",45,33,39,72,0,100,95770,"Economics Teachers, Postsecondary",25-1063.00,15,0.000227998,76.7636151,"Economics Teachers, Postsecondary",25-1063.00,11,0.000230627,202.7307805
https://www.onetonline.org/link/details/25-1064.00,Education & Training,Teaching/Training,25-1064.00,"Geography Teachers, Postsecondary","25-1064.00 - Geography Teachers, Postsecondary",56,45,17,83,28,100,76810,"Geography Teachers, Postsecondary",25-1064.00,18,0.000230734,118.8528462,"Geography Teachers, Postsecondary",25-1064.00,20,0.00023855,1202.756722
https://www.onetonline.org/link/details/25-1065.00,Education & Training,Teaching/Training,25-1065.00,"Political Science Teachers, Postsecondary","25-1065.00 - Political Science Teachers, Postsecondary",50,33,61,39,0,100,79210,"Political Science Teachers, Postsecondary",25-1065.00,13,0.000248818,1044.982226,"Political Science Teachers, Postsecondary",25-1065.00,12,0.000216263,54.17302478
https://www.onetonline.org/link/details/25-1066.00,Education & Training,Teaching/Training,25-1066.00,"Psychology Teachers, Postsecondary","25-1066.00 - Psychology Teachers, Postsecondary",56,33,33,89,6,95,73140,"Psychology Teachers, Postsecondary",25-1066.00,20,0.000244738,558.6992859,"Psychology Teachers, Postsecondary",25-1066.00,20,0.000241663,1723.514782
https://www.onetonline.org/link/details/25-1067.00,Education & Training,Teaching/Training,25-1067.00,"Sociology Teachers, Postsecondary","25-1067.00 - Sociology Teachers, Postsecondary",50,28,22,67,0,100,71840,"Sociology Teachers, Postsecondary",25-1067.00,16,0.000228154,78.12148257,"Sociology Teachers, Postsecondary",25-1067.00,13,0.000218914,111.7411483
https://www.onetonline.org/link/details/25-1069.00,Education & Training,Teaching/Training,25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/25-1071.00,Education & Training,Teaching/Training,25-1071.00,"Health Specialties Teachers, Postsecondary","25-1071.00 - Health Specialties Teachers, Postsecondary",45,28,22,83,11,95,99360,"Health Specialties Teachers, Postsecondary",25-1071.00,21,0.000230521,385.4498191,"Health Specialties Teachers, Postsecondary",25-1071.00,35,0.000239292,5960.339671
https://www.onetonline.org/link/details/25-1072.00,Education & Training,Teaching/Training,25-1072.00,"Nursing Instructors and Teachers, Postsecondary","25-1072.00 - Nursing Instructors and Teachers, Postsecondary",45,17,22,78,22,100,69130,"Nursing Instructors and Teachers, Postsecondary",25-1072.00,18,0.000263089,802.4286831,"Nursing Instructors and Teachers, Postsecondary",25-1072.00,21,0.000231803,1040.132571
https://www.onetonline.org/link/details/25-1081.00,Education & Training,Teaching/Training,25-1081.00,"Education Teachers, Postsecondary","25-1081.00 - Education Teachers, Postsecondary",56,28,33,50,6,100,62520,"Education Teachers, Postsecondary",25-1081.00,17,0.000242601,328.0241793,"Education Teachers, Postsecondary",25-1081.00,15,0.0002405,314.7743139
https://www.onetonline.org/link/details/25-1082.00,Education & Training,Teaching/Training,25-1082.00,"Library Science Teachers, Postsecondary","25-1082.00 - Library Science Teachers, Postsecondary",50,56,17,78,11,95,68410,"Library Science Teachers, Postsecondary",25-1082.00,22,0.000236072,349.0927987,"Library Science Teachers, Postsecondary",25-1082.00,10,0.000239981,164.9711063
https://www.onetonline.org/link/details/25-1111.00,Education & Training,Teaching/Training,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary","25-1111.00 - Criminal Justice and Law Enforcement Teachers, Postsecondary",33,11,33,78,28,95,59590,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111.00,23,0.000243843,543.6660802,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111.00,12,0.000248942,834.5789073
https://www.onetonline.org/link/details/25-1112.00,Education & Training,Teaching/Training,25-1112.00,"Law Teachers, Postsecondary","25-1112.00 - Law Teachers, Postsecondary",45,28,67,78,0,95,111210,"Law Teachers, Postsecondary",25-1112.00,14,0.000226912,122.8760877,"Law Teachers, Postsecondary",25-1112.00,10,0.000228624,213.6492327
https://www.onetonline.org/link/details/25-1113.00,Education & Training,Teaching/Training,25-1113.00,"Social Work Teachers, Postsecondary","25-1113.00 - Social Work Teachers, Postsecondary",50,33,33,78,6,100,64030,"Social Work Teachers, Postsecondary",25-1113.00,18,0.000225378,199.2165877,"Social Work Teachers, Postsecondary",25-1113.00,11,0.000230044,161.9583965
https://www.onetonline.org/link/details/25-1121.00,Education & Training,Teaching/Training,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary","25-1121.00 - Art, Drama, and Music Teachers, Postsecondary",89,28,28,45,39,95,68650,"Art, Drama, and Music Teachers, Postsecondary",25-1121.00,13,0.000273224,737.0626805,"Art, Drama, and Music Teachers, Postsecondary",25-1121.00,11,0.000254001,330.8078138
https://www.onetonline.org/link/details/25-1122.00,Education & Training,Teaching/Training,25-1122.00,"Communications Teachers, Postsecondary","25-1122.00 - Communications Teachers, Postsecondary",61,39,45,50,0,100,65640,"Communications Teachers, Postsecondary",25-1122.00,16,0.000241255,375.9922011,"Communications Teachers, Postsecondary",25-1122.00,18,0.000251319,758.9645304
https://www.onetonline.org/link/details/25-1123.00,Education & Training,Teaching/Training,25-1123.00,"English Language and Literature Teachers, Postsecondary","25-1123.00 - English Language and Literature Teachers, Postsecondary",78,28,17,56,6,89,63730,"English Language and Literature Teachers, Postsecondary",25-1123.00,13,0.000232396,50.84508477,"English Language and Literature Teachers, Postsecondary",25-1123.00,9,0.000241371,36.45698835
